Full Name,Nickname,Height,Weight,Reach,Stance,Date of Birth
Fabiano Iha,,"5' 8""",155 lbs.,--,Orthodox,"Jul 28, 1970"
Fabiano Scherner,Pegaleve,"6' 3""",257 lbs.,--,Orthodox,"Jun 30, 1972"
Fabian Gonzalez,,"5' 10""",135 lbs.,--,,--
Fabiola Pidroni,The Queen,--,115 lbs.,--,,"Jan 04, 1994"
Fabio Aguiar,,"6' 0""",185 lbs.,--,,"Feb 10, 1988"
Fabio Maldonado,Caipira de Aco,"6' 1""",205 lbs.,"75""",Orthodox,"Mar 17, 1980"
Fabio Gurgel,,"6' 0""",205 lbs.,--,Orthodox,--
Fabio Mello,,"5' 5""",155 lbs.,--,Southpaw,--
Fabio Nascimento,Negao,"5' 10""",185 lbs.,--,Orthodox,--
Fabio Silva,,"5' 11""",205 lbs.,--,Orthodox,"Mar 31, 1982"
Fabio Cherant,Water Buffalo,"6' 1""",205 lbs.,"74""",Southpaw,"Nov 25, 1994"
Fabricio Guerreiro,,"5' 10""",145 lbs.,--,,"Jul 24, 1990"
Fabricio Camoes,Morango,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 23, 1978"
Fabricio Werdum,Vai Cavalo,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977"
Falaniko Vitale,Niko,"5' 10""",185 lbs.,--,Orthodox,"Jul 14, 1974"
Fares Ziam,Smile Killer,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 21, 1997"
Farid Basharat,Ferocious,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997"
Fatima Kline,The Archangel,"5' 6""",115 lbs.,"67""",Orthodox,"Jul 12, 2000"
Fazlo Mulabitinovic,,--,135 lbs.,--,,--
Federico Lopez,Kiko,"5' 4""",139 lbs.,--,Orthodox,--
Fedor Nikolov,,--,--,--,,--
Fedor Emelianenko,The Last Emperor,"6' 0""",230 lbs.,"74""",Orthodox,"Sep 28, 1976"
Felice Herrig,Lil Bulldog,"5' 4""",115 lbs.,"65""",Orthodox,"Sep 18, 1984"
Felicia Spencer,FeeNom,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990"
Felipe Portela,Balboa,--,170 lbs.,--,,"Nov 23, 1987"
Felipe Colares,Cabocao,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 31, 1994"
Felipe Bunes,Felipinho,"5' 7""",125 lbs.,"69""",Orthodox,"Oct 29, 1989"
Felipe Lima,Jungle Boy,"5' 6""",145 lbs.,"68""",Orthodox,"May 07, 1998"
Felipe dos Santos,Lipe Detona,"5' 7""",125 lbs.,"70""",Orthodox,"Sep 11, 2000"
Felipe Olivieri,,"5' 9""",155 lbs.,--,Orthodox,"Apr 12, 1985"
Felipe Pena,Preguica,--,--,--,,"Oct 19, 1991"
Felipe Arantes,Sertanejo,"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988"
Felipe Silva,,"6' 0""",155 lbs.,"77""",Orthodox,"May 08, 1984"
Felix Klinkhammer,,"6' 0""",170 lbs.,--,,--
Felix Lee Mitchell,,--,--,--,Orthodox,--
Fellipe Andrew,,--,--,--,,"Oct 24, 1994"
Feng Pengchao,,--,135 lbs.,--,,--
Feng Xiaocan,,"5' 7""",115 lbs.,"66""",Southpaw,"Dec 27, 2001"
Fernando Bruno,Acougueiro,"5' 6""",145 lbs.,--,,"Feb 24, 1982"
Fernando Bettega,,--,170 lbs.,--,,"Mar 10, 1980"
Fernando Padilla,El Valiente,"6' 1""",145 lbs.,"76""",Orthodox,"Dec 15, 1996"
Fernando Gonzalez,The Menifee Maniac,"5' 9""",170 lbs.,"68""",Southpaw,"Sep 15, 1983"
Fernie Garcia,,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 12, 1992"
Filip Pejic,,"5' 8""",135 lbs.,--,Orthodox,"Jul 21, 1992"
Fiona Muxlow,,"5' 4""",145 lbs.,--,,"May 13, 1977"
Flavio Luiz Moura,,"5' 11""",183 lbs.,--,Open Stance,--
Floyd Sword,,"6' 0""",185 lbs.,--,Orthodox,"Aug 24, 1976"
Forrest Griffin,,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979"
Forrest Petz,The Meat Cleaver,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1975"
Francesco Maturi,,--,--,--,,--
Francesco Mazzeo,,--,205 lbs.,--,,"Sep 23, 1997"
Francimar Barroso,Bodao,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980"
Francisco Bueno,,"5' 9""",225 lbs.,--,Orthodox,--
Francisco Rivera,Cisco,"5' 8""",135 lbs.,"70""",Orthodox,"Oct 08, 1981"
Francisco France,Kiko,"6' 0""",205 lbs.,--,,"Jan 21, 1983"
Francisco Trinaldo,Massaranduba,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978"
Francisco Prado,,"5' 10""",155 lbs.,"69""",Orthodox,"Jun 16, 2002"
Francisco Trevino,Sitkayan,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981"
Francisco Figueiredo,Sniper,"5' 6""",125 lbs.,"68""",Southpaw,"Oct 23, 1989"
Francis Marshall,Fire,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 03, 1999"
Francis Carmont,Limitless,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981"
Francis Ngannou,The Predator,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986"
Francois Botha,White Buffalo,"6' 2""",260 lbs.,--,Orthodox,"Sep 28, 1968"
Frankie Perez,,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989"
Frankie Saenz,,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980"
Frankie Edgar,The Answer,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 16, 1981"
Frank Caracci,,--,--,--,,--
Frank Gomez,,"5' 10""",135 lbs.,"67""",Orthodox,"Mar 31, 1986"
Frank Hamaker,,--,--,--,,--
Frank Lester,,"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984"
Frank Megallon,,"5' 10""",185 lbs.,--,Southpaw,--
Frank Mir,,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979"
Frank Shamrock,,"5' 10""",185 lbs.,--,Orthodox,"Dec 08, 1972"
Frank Camacho,The Crank,"5' 10""",155 lbs.,"73""",Orthodox,"May 18, 1989"
Frank Trigg,Twinkle Toes,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972"
Frederick Brown,,"6' 0""",235 lbs.,--,,--
Fredson Paixao,,"5' 6""",145 lbs.,"66""",Orthodox,"May 13, 1979"
Fredy Serrano,El Profe,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979"
Fred Ettish,,"6' 0""",180 lbs.,--,Southpaw,--
Gabe Green,Gifted,"5' 10""",155 lbs.,"73""",Switch,"May 02, 1993"
Gabe Ruediger,Godzilla,"5' 10""",155 lbs.,--,Orthodox,"Aug 29, 1977"
Gabe Lemley,,"5' 8""",155 lbs.,--,Orthodox,--
Gabriella Fernandes,Gabi,"5' 6""",125 lbs.,"66""",Southpaw,"Aug 13, 1993"
Gabrielle Holloway,Gabanator,"5' 3""",145 lbs.,--,,"Apr 15, 1990"
Gabriel Arges,,--,170 lbs.,--,,"Jan 29, 1993"
Gabriel Miglioli,Biel,"5' 8""",170 lbs.,--,,--
Gabriel Carrasco,,"5' 6""",135 lbs.,--,,--
Gabriel Miranda,Fly,"5' 11""",145 lbs.,"71""",Orthodox,"Mar 25, 1990"
Gabriel Bonfim,Marretinha,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997"
Gabriel Benitez,Moggly,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988"
Gabriel Santos,Mosquitinho,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 28, 1996"
Gabriel Gonzaga,Napao,"6' 2""",242 lbs.,"76""",Orthodox,"May 18, 1979"
Gabriel Salinas-Jones,,"6' 1""",245 lbs.,--,,"Nov 20, 1984"
Gabriel Silva,,"5' 6""",135 lbs.,"71""",Orthodox,"Aug 26, 1994"
Gabriel Checco,Zangief,"6' 1""",185 lbs.,--,Switch,"Apr 03, 1986"
Gadzhimurad Antigulov,,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987"
Gadzhi Omargadzhiev,,"6' 1""",170 lbs.,"71""",Switch,"Feb 24, 1993"
Gaetano Pirrello,El Tigre,"5' 7""",135 lbs.,"65""",Orthodox,"Apr 29, 1992"
Galore Bofando,,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982"
Gan McGee,The Giant,"6' 10""",265 lbs.,--,Orthodox,"Nov 20, 1976"
Gareth Joseph,,--,205 lbs.,--,,--
Garett Whiteley,Goodnight,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980"
Garreth McLellan,Soldier Boy,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982"
Garrett Armfield,,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 09, 1996"
Garrett Gross,,"5' 9""",155 lbs.,--,Orthodox,"Aug 08, 1988"
Garrett Mueller,,"5' 9""",135 lbs.,--,,"Jan 29, 1989"
Gary Goodridge,Big Daddy,"6' 3""",249 lbs.,--,Orthodox,"Jan 17, 1966"
Gary Frazier,,"6' 0""",245 lbs.,--,Orthodox,--
Gary Mangat,,"5' 7""",135 lbs.,--,,--
Gary Padilla,,"5' 11""",205 lbs.,--,,"May 04, 1980"
Gary Quan,,"5' 8""",143 lbs.,--,,"Apr 11, 1971"
Gary Tapusoa,,"5' 7""",185 lbs.,--,,--
Gasan Umalatov,Cobra,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982"
Gaston Bolanos,The Dreamkiller,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 14, 1992"
Gaston Reyno,Tonga,"6' 0""",145 lbs.,--,,"Nov 11, 1986"
Gauge Young,Gee Money,"5' 9""",155 lbs.,"70""",Orthodox,"Jul 14, 2000"
Gavin Tucker,Guv'nor,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986"
Geane Herrera,La Pulga,"5' 5""",125 lbs.,"66""",Orthodox,"May 27, 1990"
Gegard Mousasi,,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985"
Genaro Valdez,Rayadito,"5' 9""",155 lbs.,"72""",Orthodox,"Jan 16, 1992"
Genki Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978"
Gennaro Strangis,,--,--,--,,--
Geoff Neal,Handz of Steel,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990"
Georges St-Pierre,Rush,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981"
George Allen,,"6' 2""",205 lbs.,--,Open Stance,"Jan 13, 1967"
George Bush,,"6' 1""",205 lbs.,--,,--
George Pacurariu,Constantine,"5' 7""",135 lbs.,--,,"Jul 28, 1984"
George Hardwick,King,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 06, 1996"
George Roop,,"6' 1""",135 lbs.,"72""",Orthodox,"Nov 10, 1981"
George Sotiropoulos,,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977"
George Stork,,"5' 10""",185 lbs.,--,,--
George Sullivan,The Silencer,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981"
George Zuniga,,"5' 9""",185 lbs.,--,,--
Georgi Karakhanyan,Insane,"5' 8""",145 lbs.,--,,"May 29, 1985"
Geraldo de Freitas,Spartan,"5' 7""",135 lbs.,"72""",Orthodox,"Sep 30, 1991"
Gerald Meerschaert,GM3,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987"
Gerald Harris,,"5' 11""",185 lbs.,"77""",Southpaw,"Nov 19, 1979"
Gerald Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,"Mar 01, 1979"
Gerard Gordeau,,"6' 5""",216 lbs.,--,Orthodox,"Mar 30, 1959"
Germaine de Randamie,The Iron Lady,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984"
Geronimo dos Santos,Mondragon,"6' 3""",264 lbs.,--,Orthodox,"Aug 17, 1980"
Gerric Hayes,,"5' 10""",--,--,,--
Gerry Harris,,"6' 8""",270 lbs.,--,Orthodox,--
Gesias Cavalcante,JZ,"5' 8""",155 lbs.,"71""",Orthodox,"Jul 06, 1983"
Geza Kalman,,"6' 1""",200 lbs.,--,,--
Giacomo Lemos,,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989"
Gian Siqueira,Pitbull,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1994"
Gian Villante,,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985"
Gideon Ray,,"5' 10""",185 lbs.,--,Southpaw,"May 27, 1973"
Giga Chikadze,Ninja,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988"
Gigo Jara,The Little Animal,"5' 9""",145 lbs.,--,,--
Gilbert Burns,Durinho,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986"
Gilbert Melendez,El Nino,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982"
Gilbert Aldana,El Peligro,"6' 1""",250 lbs.,--,Orthodox,"Aug 25, 1977"
Gilbert Jimenez,,--,155 lbs.,--,,--
Gilbert Rael,,"5' 8""",155 lbs.,--,,--
Gilbert Smith,,"5' 9""",185 lbs.,--,Southpaw,"Oct 19, 1981"
Gilbert Yvel,The Hurricane,"6' 2""",225 lbs.,"77""",Orthodox,"Jun 30, 1976"
Gilbert Urbina,The RGV Bad Boy,"6' 3""",170 lbs.,"75""",Orthodox,"Apr 05, 1996"
Gilles Arsene,,"5' 9""",190 lbs.,--,Southpaw,--
Gillian Robertson,The Savage,"5' 5""",115 lbs.,"63""",Orthodox,"May 17, 1995"
Gil Castillo,,"5' 9""",170 lbs.,--,Southpaw,"Oct 21, 1965"
Gina Carano,Conviction,"5' 8""",145 lbs.,--,Orthodox,"Apr 16, 1982"
Gina Mazany,Danger,"5' 6""",125 lbs.,"68""",Southpaw,"Aug 19, 1988"
Gisele Moreira,,"5' 6""",135 lbs.,--,Orthodox,"Jan 14, 1981"
Glaico Franca Moreira,Nego,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991"
Gleidson Cutis,Poney,"5' 9""",155 lbs.,--,Orthodox,"Feb 07, 1989"
Gleison Tibau,,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983"
Gleristone Santos,Toninho Furia,"5' 9""",145 lbs.,--,,"Aug 20, 1988"
Gloria de Paula,Glorinha,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 10, 1995"
Glover Teixeira,,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979"
Godofredo Pepey,,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987"
Goiti Yamauchi,,"5' 10""",145 lbs.,--,,"Jan 05, 1993"
Gokhan Saki,The Rebel,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983"
Goldman Butler,,--,--,--,,--
Goran Reljic,,"6' 3""",205 lbs.,"81""",Southpaw,"Mar 20, 1984"
Grant Dawson,KGD,"5' 10""",155 lbs.,"72""",Switch,"Feb 20, 1994"
Gray Maynard,,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979"
Gregory Bouchelaghem,,"6' 2""",183 lbs.,--,Switch,--
Gregory Rodrigues,Robocop,"6' 3""",185 lbs.,"75""",Orthodox,"Feb 17, 1992"
Gregor Gillespie,The Gift,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986"
Greg McIntyre,,"5' 10""",155 lbs.,--,Orthodox,"Apr 21, 1980"
Greg Nagy,,"6' 1""",210 lbs.,--,Orthodox,"Oct 18, 1983"
Greg Hardy,Prince of War,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988"
Greg Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,--
Greg Rebello,Ribz,"6' 0""",240 lbs.,"73""",Southpaw,"Jun 13, 1982"
Greg Scott,,"5' 9""",145 lbs.,--,,--
Greg Soto,,"5' 11""",170 lbs.,"73""",Orthodox,"Jun 03, 1986"
Greg Velasco,The Viking King,"6' 2""",265 lbs.,"70""",Southpaw,"Sep 23, 1993"
Greg Wilson,,--,155 lbs.,--,,"Oct 02, 1988"
Grigory Popov,,"5' 7""",135 lbs.,"68""",Switch,"Apr 18, 1984"
Guangyou Ning,Smasher,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981"
Gugun Gusman,The Tiger,"5' 7""",135 lbs.,"68""",Orthodox,"Mar 03, 1990"
Guido Cannetti,Ninja,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979"
Guilherme Vasconcelos,Bomba,"6' 0""",185 lbs.,--,Orthodox,"Mar 23, 1986"
Guilherme Costa,The Prodigy,--,155 lbs.,--,,--
Guilherme Viana,,"6' 4""",205 lbs.,--,,--
Gunnar Nelson,Gunni,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988"
Guram Kutateladze,Georgian Viking,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992"
Gustavo Gabriel,,"5' 6""",125 lbs.,--,Orthodox,"Apr 01, 1994"
Gustavo Lopez,,"5' 5""",135 lbs.,"67""",Orthodox,"Jun 27, 1989"
Guto Inocente,,"6' 3""",205 lbs.,--,Orthodox,"May 29, 1986"
Guy Mezger,,"6' 1""",200 lbs.,--,Orthodox,"Jan 01, 1968"
Hacran Dias,Barnabe,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984"
Hailey Cowan,All Hail,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 12, 1992"
Haisam Rida,,--,--,--,,"Jul 25, 1993"
Hakeem Dawodu,Mean,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991"
Hamdy Abdelwahab,The Hammer,"6' 2""",264 lbs.,"72""",Southpaw,"Jan 22, 1993"
Hamdy Abdelwahab,The Hammer,"6' 2""",264 lbs.,"72""",Southpaw,"Jan 22, 1993"
Hamid Amiri,The Storm,--,145 lbs.,--,,"Jun 15, 2003"
Hannah Goldy,24K,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992"
Hannah Cifers,Shockwave,"5' 1""",115 lbs.,"62""",Orthodox,"Jun 26, 1992"
HanSeul Kim,Spade,"6' 1""",170 lbs.,"73""",Southpaw,"Jun 19, 1990"
Hans Nijman,,"6' 0""",250 lbs.,--,Switch,"Oct 23, 1959"
Hans Stringer,,"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987"
Han Ten Yun,,"5' 11""",220 lbs.,--,,--
Harold Howard,,"6' 2""",240 lbs.,--,Orthodox,--
Harris Sarmiento,The Hitman,"5' 9""",155 lbs.,--,Orthodox,"Sep 09, 1983"
Harry Moskowitz,Dirty,"6' 5""",275 lbs.,--,Orthodox,--
Harry Hunsucker,The Hurricane,"6' 2""",205 lbs.,"75""",Orthodox,"Jan 03, 1989"
Harvey Park,Fightbot,"6' 0""",155 lbs.,"70""",Orthodox,"Mar 22, 1986"
Hashem Arkhagha,,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 11, 1989"
Hatsu Hioki,,"5' 11""",145 lbs.,"73""",Orthodox,"Jul 18, 1983"
Haven Torres,,--,125 lbs.,--,,--
Hayato Sakurai,Mach,"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975"
Hayder Hassan,Hulk,"5' 10""",170 lbs.,--,,"Oct 20, 1982"
He-Man Gipson,,--,--,--,,--
Heather Clark,Hurricane,"5' 6""",115 lbs.,"64""",Orthodox,"Sep 19, 1980"
Heath Herring,The Texas Crazy Horse,"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978"
Hector Aldana,,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 17, 1988"
Hector Urbina,El Toro,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987"
Hector Sandoval,Kid Alex,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986"
Hector Lombard,,"5' 9""",185 lbs.,"71""",Southpaw,"Feb 02, 1978"
Hector Ramirez,Sick Dog,"6' 0""",205 lbs.,--,Orthodox,"Mar 28, 1976"
Helena Crevar,,--,--,--,,--
Helio Dipp,,"6' 5""",185 lbs.,--,Orthodox,--
Henrique da Silva,Frankenstein,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989"
Henrique Da Silva Lopes,Montanha,"6' 3""",240 lbs.,--,,"Mar 08, 1985"
Henrique Shiguemoto,,"5' 11""",185 lbs.,"72""",Orthodox,"Jun 22, 1989"
Henry Briones,Bure,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980"
Henry Corrales,,"5' 9""",145 lbs.,--,,--
Henry Miller,Sentoryu,"5' 7""",270 lbs.,--,Southpaw,"Jul 16, 1969"
Henry Martinez,Sicario,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983"
Henry Cejudo,Triple C,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987"
Herbert Burns,The Blaze,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988"
Herdem Alacabek,,"6' 2""",205 lbs.,"75""",Orthodox,"Jun 07, 1991"
Herman Renting,,"6' 0""",215 lbs.,--,Switch,--
Herman Terrado,,--,170 lbs.,--,,--
Hermes Franca,,"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974"
Hernani Perpetuo,,"6' 0""",170 lbs.,--,Orthodox,"May 24, 1985"
Herschel Walker,,"6' 1""",215 lbs.,--,Orthodox,"Mar 03, 1962"
Hidehiko Hasegawa,,"5' 9""",170 lbs.,--,,"Jul 13, 1978"
Hidehiko Yoshida,,"5' 11""",225 lbs.,--,Orthodox,"Sep 03, 1969"
Hideo Tokoro,,"5' 7""",135 lbs.,--,Orthodox,"Aug 22, 1977"
Hidetaka Monma,,"6' 0""",168 lbs.,--,Orthodox,"Oct 23, 1973"
Hilarie Rose,,"5' 3""",115 lbs.,"63""",Orthodox,"Nov 11, 1992"
Hiroko Yamanaka,Cat's Eye,"5' 11""",135 lbs.,--,,"Oct 24, 1978"
Hiromitsu Kanehara,,"5' 10""",200 lbs.,--,Orthodox,"Oct 05, 1970"
Hiromitsu Miura,,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981"
Hiroshi Izumi,,--,205 lbs.,--,Orthodox,"Jun 22, 1982"
Hirotaka Yokoi,Kaibatsu-Kun,"5' 11""",205 lbs.,--,Orthodox,"Jun 08, 1978"
Hiroyuki Abe,Abe Ani,"5' 6""",145 lbs.,--,Orthodox,--
Hiroyuki Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,"Jun 10, 1977"
Hisaki Kato,,"6' 0""",185 lbs.,--,,"Sep 17, 1982"
Hitomi Akano,Girlfight Monster,"5' 4""",135 lbs.,--,Southpaw,"Jul 27, 1974"
Holly Holm,The Preacher's Daughter,"5' 8""",135 lbs.,"69""",Southpaw,"Oct 17, 1981"
Homer Moore,The Rock,"5' 10""",205 lbs.,--,Orthodox,"Nov 27, 1971"
Hong Man Choi,Techno Goliath,"7' 2""",330 lbs.,--,Orthodox,"Oct 30, 1980"
Horacio Gutierrez,The Punisher,"5' 10""",145 lbs.,--,,"Sep 15, 1990"
Houston Dorr,,"6' 1""",210 lbs.,--,Orthodox,--
Houston Alexander,The Assassin,"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972"
Ho Bae Myeon,,"5' 11""",168 lbs.,--,Orthodox,--
Ho Taek Oh,Spider,--,155 lbs.,--,,"Jul 20, 1993"
Huang Feier,Muscle Barbie,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 12, 1994"
Hugh Pulley,,"6' 0""",155 lbs.,--,,--
Hugo Duarte,,"6' 0""",240 lbs.,--,Orthodox,"Aug 09, 1968"
Hugo Govea,,--,--,--,,--
Hugo Sandoval,,--,135 lbs.,--,,--
Hugo Cunha,Silverback,"6' 3""",263 lbs.,"79""",Orthodox,"Feb 04, 1993"
Hugo Viana,Wolverine,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982"
Humberto Bandenay,,"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994"
Humberto Brown Morrison,,"5' 10""",145 lbs.,--,,"Nov 03, 1984"
Humberto DeLeon,,--,135 lbs.,--,,"Nov 12, 1989"
Hunter Azure,,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992"
Hunter Worsham,The Future,--,185 lbs.,--,,--
Hussain Rasouli,,"5' 6""",135 lbs.,--,,--
Hu Yaozong,Totoro,"6' 3""",185 lbs.,"72""",Orthodox,"Apr 07, 1995"
Hyder Amil,The Hurricane,"5' 9""",145 lbs.,"70""",Switch,"May 28, 1990"
HyunSung Park,Peace of Mind,"5' 7""",125 lbs.,"66""",Orthodox,"Nov 04, 1995"
Hyun Gyu Lim,The Ace,"6' 3""",170 lbs.,"77""",Orthodox,"Jan 16, 1985"
Ian Butler,,"5' 8""",155 lbs.,--,,--
Ian Entwistle,Enty,"5' 5""",135 lbs.,--,Orthodox,"Nov 19, 1986"
Ian Murphy,,"6' 1""",185 lbs.,--,Orthodox,"Jun 14, 1985"
Ian Rammel,,"6' 0""",185 lbs.,--,,"Jul 22, 1985"
Ian Loveland,The Barn Owl,"5' 8""",145 lbs.,--,Orthodox,"Sep 07, 1983"
Ian Machado Garry,The Future,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997"
Ian Heinisch,The Hurricane,"5' 11""",185 lbs.,"72""",Orthodox,"Aug 05, 1988"
Ian Freeman,The Machine,"5' 11""",225 lbs.,--,Orthodox,"Nov 10, 1966"
Ian McCall,Uncle Creepy,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984"
Iasmin Lucindo,,"5' 3""",115 lbs.,"66""",Orthodox,"Jan 08, 2002"
Ibo Aslan,The Last Ottoman,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996"
Ibragim Magomedov,,"6' 0""",250 lbs.,--,Orthodox,--
Icaro Brito,,--,145 lbs.,--,,"Mar 09, 1999"
Icho Larenas,,"6' 3""",235 lbs.,--,Orthodox,"Mar 12, 1980"
Ido Pariente,,"5' 8""",155 lbs.,--,Orthodox,--
Idris Wasi,,"6' 0""",186 lbs.,--,,"Dec 11, 1989"
Ignacio Bahamondes,La Jaula,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997"
Igor Araujo,,"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980"
Igor Borisov,,"6' 0""",235 lbs.,--,Orthodox,--
Igor Gracie,,"5' 11""",170 lbs.,--,,"Feb 04, 1980"
Igor Zinoviev,Houdini,"6' 1""",199 lbs.,--,Orthodox,--
Igor Vovchanchyn,Ice Cold,"5' 8""",205 lbs.,--,Orthodox,"Aug 06, 1973"
Igor Cavalcanti,Jacare,"5' 11""",170 lbs.,"79""",Orthodox,"Oct 10, 1997"
Igor Severino,,"5' 7""",125 lbs.,"69""",Orthodox,"Apr 21, 2003"
Igor Pokrajac,The Duke,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 02, 1979"
Ihor Potieria,Duelist,"6' 3""",185 lbs.,"75""",Southpaw,"May 29, 1996"
Ike Villanueva,Hurricane,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 04, 1984"
Ikram Aliskerov,,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 07, 1992"
Ikuhisa Minowa,Minowaman,"5' 9""",181 lbs.,--,Orthodox,"Jan 12, 1976"
Ildemar Alcantara,Marajo,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982"
